"Benchmark","R","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: blockTypeStr"
"checkNearestNSWEBytesMmap","LLC-store-misses","thrpt",4,1,0.000962,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","LLC-stores","thrpt",4,1,61.227326,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","branch-misses","thrpt",4,1,710.841300,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","branches","thrpt",4,1,99857.773255,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","cycles","thrpt",4,1,944512.711759,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","dTLB-load-misses","thrpt",4,1,1338.497685,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","dTLB-loads","thrpt",4,1,179925.874839,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","dTLB-store-misses","thrpt",4,1,2.630730,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","dTLB-stores","thrpt",4,1,11310.662638,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","iTLB-load-misses","thrpt",4,1,46.669602,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","instructions","thrpt",4,1,811243.902316,NaN,"#/op",RANDOM
"checkNearestNSWEBytesMmap","rate","thrpt",4,10,22523.412567,22.961866,"ops/s",FLAT_BLOCK
"checkNearestNSWEBytesMmap","CPI","thrpt",4,1,0.403579,NaN,"clks/insn",FLAT_BLOCK
"checkNearestNSWEBytesMmap","IPC","thrpt",4,1,2.477830,NaN,"insns/clk",FLAT_BLOCK
"checkNearestNSWEBytesMmap","L1-dcache-loads","thrpt",4,1,50156.766645,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","L1-dcache-stores","thrpt",4,1,199.486165,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","L1-icache-load-misses","thrpt",4,1,8.463036,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","L1-icache-loads","thrpt",4,1,41986.069403,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","LLC-load-misses","thrpt",4,1,0.000009,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","LLC-loads","thrpt",4,1,0.941499,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","LLC-store-misses","thrpt",4,1,0.000077,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","LLC-stores","thrpt",4,1,0.310039,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","branch-misses","thrpt",4,1,11.621406,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","branches","thrpt",4,1,59919.388577,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","cycles","thrpt",4,1,137077.588924,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","dTLB-load-misses","thrpt",4,1,1.055552,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","dTLB-loads","thrpt",4,1,50261.871693,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","dTLB-store-misses","thrpt",4,1,0.111790,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","dTLB-stores","thrpt",4,1,199.612288,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","iTLB-load-misses","thrpt",4,1,4.023009,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","instructions","thrpt",4,1,339654.924204,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEBytesMmap","rate","thrpt",4,10,4312.985707,11.422725,"ops/s",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","CPI","thrpt",4,1,1.182928,NaN,"clks/insn",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","IPC","thrpt",4,1,0.845360,NaN,"insns/clk",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","L1-dcache-loads","thrpt",4,1,121451.870993,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","L1-dcache-stores","thrpt",4,1,10953.922661,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","L1-icache-load-misses","thrpt",4,1,457.372750,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","L1-icache-loads","thrpt",4,1,221939.458496,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","LLC-load-misses","thrpt",4,1,0.000542,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","LLC-loads","thrpt",4,1,3067.782801,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","LLC-store-misses","thrpt",4,1,0.000996,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","LLC-stores","thrpt",4,1,44.630408,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","branch-misses","thrpt",4,1,15.011474,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","branches","thrpt",4,1,70992.681012,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","cycles","thrpt",4,1,705578.814084,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","dTLB-load-misses","thrpt",4,1,1248.374485,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","dTLB-loads","thrpt",4,1,122008.100336,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","dTLB-store-misses","thrpt",4,1,1.596208,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","dTLB-stores","thrpt",4,1,11001.945693,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","iTLB-load-misses","thrpt",4,1,25.410190,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","instructions","thrpt",4,1,596468.055363,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEBytesMmap","rate","thrpt",4,10,701.717654,0.450205,"ops/s",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","CPI","thrpt",4,1,0.976361,NaN,"clks/insn",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","IPC","thrpt",4,1,1.024212,NaN,"insns/clk",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","L1-dcache-loads","thrpt",4,1,582010.787226,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","L1-dcache-stores","thrpt",4,1,15999.533352,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","L1-icache-load-misses","thrpt",4,1,1377.967640,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","L1-icache-loads","thrpt",4,1,1085158.387724,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","LLC-load-misses","thrpt",4,1,0.000898,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","LLC-loads","thrpt",4,1,830.432807,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","LLC-store-misses","thrpt",4,1,0.004687,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","LLC-stores","thrpt",4,1,38.230912,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","branch-misses","thrpt",4,1,23589.923111,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","branches","thrpt",4,1,665088.945782,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","cycles","thrpt",4,1,4397121.350974,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","dTLB-load-misses","thrpt",4,1,60.906677,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","dTLB-loads","thrpt",4,1,582106.120101,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","dTLB-store-misses","thrpt",4,1,0.383149,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","dTLB-stores","thrpt",4,1,15996.079393,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","iTLB-load-misses","thrpt",4,1,177.489289,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEBytesMmap","instructions","thrpt",4,1,4503583.435184,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","rate","thrpt",4,10,2842.933863,5.044217,"ops/s",RANDOM
"checkNearestNSWEFFM","CPI","thrpt",4,1,0.946733,NaN,"clks/insn",RANDOM
"checkNearestNSWEFFM","IPC","thrpt",4,1,1.056264,NaN,"insns/clk",RANDOM
"checkNearestNSWEFFM","L1-dcache-loads","thrpt",4,1,266635.225622,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","L1-dcache-stores","thrpt",4,1,21464.287211,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","L1-icache-load-misses","thrpt",4,1,724.809307,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","L1-icache-loads","thrpt",4,1,334431.430289,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","LLC-load-misses","thrpt",4,1,0.002894,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","LLC-loads","thrpt",4,1,3476.416776,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","LLC-store-misses","thrpt",4,1,0.001220,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","LLC-stores","thrpt",4,1,53.143957,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","branch-misses","thrpt",4,1,891.021893,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","branches","thrpt",4,1,140465.837558,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","cycles","thrpt",4,1,1073164.610178,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","dTLB-load-misses","thrpt",4,1,1290.369859,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","dTLB-loads","thrpt",4,1,266810.337000,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","dTLB-store-misses","thrpt",4,1,2.661984,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","dTLB-stores","thrpt",4,1,21472.697933,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","iTLB-load-misses","thrpt",4,1,40.270875,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","instructions","thrpt",4,1,1133545.376629,NaN,"#/op",RANDOM
"checkNearestNSWEFFM","rate","thrpt",4,10,22435.256641,20.595145,"ops/s",FLAT_BLOCK
"checkNearestNSWEFFM","CPI","thrpt",4,1,0.404973,NaN,"clks/insn",FLAT_BLOCK
"checkNearestNSWEFFM","IPC","thrpt",4,1,2.469298,NaN,"insns/clk",FLAT_BLOCK
"checkNearestNSWEFFM","L1-dcache-loads","thrpt",4,1,50164.163476,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","L1-dcache-stores","thrpt",4,1,199.795121,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","L1-icache-load-misses","thrpt",4,1,8.765756,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","L1-icache-loads","thrpt",4,1,42004.479999,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","LLC-load-misses","thrpt",4,1,0.000005,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","LLC-loads","thrpt",4,1,0.951206,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","LLC-store-misses","thrpt",4,1,0.000141,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","LLC-stores","thrpt",4,1,0.345513,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","branch-misses","thrpt",4,1,11.634534,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","branches","thrpt",4,1,59921.938791,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","cycles","thrpt",4,1,137541.233635,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","dTLB-load-misses","thrpt",4,1,1.433838,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","dTLB-loads","thrpt",4,1,50259.001167,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","dTLB-store-misses","thrpt",4,1,0.005323,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","dTLB-stores","thrpt",4,1,200.030774,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","iTLB-load-misses","thrpt",4,1,4.330303,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","instructions","thrpt",4,1,339630.281616,NaN,"#/op",FLAT_BLOCK
"checkNearestNSWEFFM","rate","thrpt",4,10,4339.111314,17.502055,"ops/s",COMPLEX_BLOCK
"checkNearestNSWEFFM","CPI","thrpt",4,1,1.156082,NaN,"clks/insn",COMPLEX_BLOCK
"checkNearestNSWEFFM","IPC","thrpt",4,1,0.864991,NaN,"insns/clk",COMPLEX_BLOCK
"checkNearestNSWEFFM","L1-dcache-loads","thrpt",4,1,111473.811556,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","L1-dcache-stores","thrpt",4,1,976.065486,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","L1-icache-load-misses","thrpt",4,1,446.131304,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","L1-icache-loads","thrpt",4,1,221747.647320,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","LLC-load-misses","thrpt",4,1,0.000293,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","LLC-loads","thrpt",4,1,2981.181719,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","LLC-store-misses","thrpt",4,1,0.000634,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","LLC-stores","thrpt",4,1,43.040953,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","branch-misses","thrpt",4,1,14.880494,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","branches","thrpt",4,1,80998.988937,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","cycles","thrpt",4,1,701295.126981,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","dTLB-load-misses","thrpt",4,1,708.743535,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","dTLB-loads","thrpt",4,1,111805.481871,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","dTLB-store-misses","thrpt",4,1,1.871974,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","dTLB-stores","thrpt",4,1,980.726256,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","iTLB-load-misses","thrpt",4,1,23.431815,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","instructions","thrpt",4,1,606613.744861,NaN,"#/op",COMPLEX_BLOCK
"checkNearestNSWEFFM","rate","thrpt",4,10,737.706615,0.962461,"ops/s",MULTILAYER_BLOCK
"checkNearestNSWEFFM","CPI","thrpt",4,1,0.919290,NaN,"clks/insn",MULTILAYER_BLOCK
"checkNearestNSWEFFM","IPC","thrpt",4,1,1.087796,NaN,"insns/clk",MULTILAYER_BLOCK
"checkNearestNSWEFFM","L1-dcache-loads","thrpt",4,1,581517.886327,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","L1-dcache-stores","thrpt",4,1,15685.781355,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","L1-icache-load-misses","thrpt",4,1,1091.901860,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","L1-icache-loads","thrpt",4,1,1078031.746628,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","LLC-load-misses","thrpt",4,1,0.000823,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","LLC-loads","thrpt",4,1,721.598168,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","LLC-store-misses","thrpt",4,1,0.003448,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","LLC-stores","thrpt",4,1,50.880416,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","branch-misses","thrpt",4,1,23243.835995,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","branches","thrpt",4,1,702945.577429,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","cycles","thrpt",4,1,4182938.631018,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","dTLB-load-misses","thrpt",4,1,25.915797,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","dTLB-loads","thrpt",4,1,581317.337829,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","dTLB-store-misses","thrpt",4,1,0.178342,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","dTLB-stores","thrpt",4,1,15689.304516,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","iTLB-load-misses","thrpt",4,1,135.992114,NaN,"#/op",MULTILAYER_BLOCK
"checkNearestNSWEFFM","instructions","thrpt",4,1,4550181.968934,NaN,"#/op",MULTILAYER_BLOCK
